"person","sequence_id","coin","start","sequence","dataset"
"jonasP",12,"0.20GEL","t","hthhtthhthxttttthhtththtthhhtthhthtthhhthtthhhtttthttttthhhttthttththttthhhhhthtthtthhtthhhttthhhthhh","Marathon"
"jonasP",13,"0.20GEL","t","htthhhtththtththtthhhhtthhhtththhhhthhthhthtthhththtthhthhttxthhththhhhttthhththhhtttthttthttttttthtt","Marathon"
"jonasP",14,"0.20GEL","h","htthxhthththhtthtthhhthhthhthtthhtttththhhhhthhhtttthtttttttthththhhhhtththttttthththttththhththtthht","Marathon"
"jonasP",15,"0.20GEL","h","hhhtthhhhttthtttththhhtthttthhtttxhtththhhhhhhhttthhtttthhhthtththhhhthhhtthtthhtthhththhtthttthhtttt","Marathon"
"jonasP",16,"0.20GEL","h","hxthhhtththhhttttthtttxthhttttthtthhttthththtttththtthhhhhthtthhhtthhhhttthhtthhthtthttthhhthtttxhhhhth","Marathon"
"jonasP",17,"0.20GEL","t","thhhthtthttthhttthhttththhhtthhhhhhhhhttththtthtthhththhthhttttthhththhthttththtththhthtttthhthhhhhh","Marathon"
"jonasP",18,"0.20GEL","t","hthhtthttthtthhtttththtthtttthhhxtthhthhhhhhhhthhthhtttththtthttttttthhthhtthhhhtthhthhthhhtthhhhtttt","Marathon"
"jonasP",19,"0.20GEL","h","hhhtthhttthhhhhhhhthtthtttthttthtttthhhhhhhhhhtthhththttttttthtththttthhtththtthtxhttttxhtthhhthhhthtt","Marathon"
"jonasP",2,"0.20GEL","h","hhtttthtthhthhtththhhttttthttthhthhthttthththhthttththhhthhthttthttttthhtthttthththhhththtthhhhttth","Marathon"
"jonasP",20,"0.20GEL","t","ttttththhtthtthttthttthttthhhttxhhhhthtthtthttthttttthhhhtttxthhthhthhhthhhtttththhhtthhthtthtthhtthtt","Marathon"
"jonasP",21,"0.20GEL","h","hhhtththtthhthtxththtththhtthhhtthththhhhttthththhtthhhthhhttthtthhththhhtththttttttthhhhthtthhthtthh","Marathon"
"jonasP",22,"0.20GEL","t","htthhhthhhhtttttthtttthttthhtttthtthhhtthtttthhhtththhthhhhhhtthtttthtthttthhtthhhthththhhttthttthxhth","Marathon"
"jonasP",23,"0.20GEL","t","hhtthhtththhtttthhhhhttthhhtttthhhxxxhhtthththththhhthththtthhttthtthtthhthttthtthtthhththhththhththhth","Marathon"
"jonasP",24,"0.20GEL","h","tththttttthtttthhhhhtttththhthhthhhhttthhthhttttthttthhthhtththtththtttttttttthhhhhthhtthtttttthttxhh","Marathon"
"jonasP",25,"0.20GEL","h","hthhhhhthtthhtthhtthhhhhhhhhhtthtttttthtthhttttthtthhhhhthtthththhttthtththhhhhhttxhhhtthttttththhtht","Marathon"
"jonasP",26,"0.20GEL","h","httthhhtthhthhhhhthhthhhhthhhtthhhttthttthhhthhtthhhhhhthhhttttthhththhthhthhtttthtththtththhtttthhxh","Marathon"
"jonasP",27,"0.20GEL","h","httthhhttththththhhhthhtttttttthtthhtthhhhthtthththtthththhttththttthhthhhthhhththtttttthththtththth","Marathon"
"jonasP",28,"0.20GEL","h","thhhhtthhtthhhthhthhhthhhhhhttthhhhhhthhhhhthttttthhthththhhtttththttthttttthhththhthhttthhththttttt","Marathon"
"jonasP",29,"0.20GEL","t","tttthththhthtthhtthhhthhhtthhththhthtttthhthhhtthttthhtttthhhhhhhthhthhhhhhhtxhthththhhthhhhtthtthhhh","Marathon"
"jonasP",3,"0.20GEL","h","hhhhhthtththhhhhttthhhhttththtthhhththhtttthttttxhthhhhhtthtthtthtthtththhthhhtttththtthtthttthhthht","Marathon"
"jonasP",30,"0.20GEL","t","ttthttthhhhthtttthtthtthhthhtththhtttthttttthhttththtthhhhhhthtttthhtthhhthhhtttttthtthttthhthhttttt","Marathon"
"jonasP",31,"0.20GEL","h","htthhhhthtthhhhhtththhhhthhththtthhtthhhhhtttthhthhhhhtthhhtthhhthhhhhhtthhtthhththhhhtttttttthhtxhhh","Marathon"
"jonasP",32,"0.20GEL","h","hthhtththhthhththhthththtthhtththtxhhttthhthhhhhththhhthhhtttthtttthhhtththhtththtthhthttthhhhhhhhhht","Marathon"
"jonasP",33,"0.20GEL","h","thhthhthhthtttthttthhthtthttthhhhhtthhhhhhhhttttththhttttthhhthhtthtttthhhhhhhhtthhhtttththhthttthht","Marathon"
"jonasP",34,"0.20GEL","h","tthtththxhhhhhthhhhhhhthtttthtthtthhhthththhhtthttthtthhhhthhtttthhhtththhxtthtththhhthhttttthhhhtthhh","Marathon"
"jonasP",35,"0.20GEL","t","thhttttttthhhhhhttttttthhthhhtthththhtttthtthtthhtttthhthhthhththhhhtttthhhhttthhhhtthttthtthhththht","Marathon"
"jonasP",36,"0.20GEL","h","ttttththtthttthttthhtthhhhtthhtttthhttththhtthhhtthttthhhhtttththhhhhhhthhhtttthhhhhthtthhththhttthh","Marathon"
"jonasP",37,"0.20GEL","t","hthhhththhtthhhththththhhthhththtthttttthhhthhhtthtthhttttttththththhtttththhtthtthhhhthhththhtttttt","Marathon"
"jonasP",38,"0.20GEL","t","ththhttththhtththtttthhtthhhhhhhhtththhtttthhhhhhttttttthhhttthtttthththtththhhttthhhhhtttthtttttttt","Marathon"
"jonasP",39,"0.20GEL","t","hhhhhttthhhxhhhhthtththtthhtthhthhhtttttththxttththhthttthhthhthttthtththhthhthhththhthtthhthtttttttt","Marathon"
"jonasP",4,"0.20GEL","t","thhhthhhtthhhhtttththttththtttttthtthhhthhhthhhtthhththhttthhttthhhxhthhhthhhtthttttttttththhhhhhtthh","Marathon"
"jonasP",40,"0.20GEL","h","thththhhhhhhthtththhtthttthtthhtthhtthttthhhtthttthtththttthhthtttthhththhthhttthththtthththhhthttth","Marathon"
"jonasP",41,"0.20GEL","t","ttthththhthtththhhhtthhhthhtthhthtthhttttthtthththttthtxhhhhhhththttthhtthhthththhththtththhhthhthttt","Marathon"
"jonasP",42,"0.20GEL","h","htthhhththttthttthhthhthttthxhhhtttttthtttthhhhthhhththttthhttthtttththhhhhthtttttthtththhhtttthhttht","Marathon"
"jonasP",43,"0.20GEL","h","tttthththhhhththhhtththttthhthhhhththhhttthhhthhttthththhhthhhththhhhhhhthhhhhhhthtttttxttttthhhhthht","Marathon"
"jonasP",44,"0.20GEL","h","thhhhtthhtthtthhhthhtttthttttttthhthtttththhthhhhthtttthhhhthhhttxhthhthtthhthhhthtthhhttxthhtthhtthtt","Marathon"
"jonasP",45,"0.20GEL","h","thhhtttttthhhhthhhhhthhthhhhhhhthxhthhththhththtthhhtthtthtthttthhhttxtttththhhhhthtthhthhhttththhthth","Marathon"
"jonasP",46,"0.20GEL","h","hhhhtthttttthtthhtttttthtxtththttttthhhhhhthttttxhhtthhhhttthhhhthtthhhththhthhthhththhhhhthtthhthhhhh","Marathon"
"jonasP",47,"0.20GEL","h","hhthttthhhhhhhthhththhttttththttttttthhhtttthtttthtttthtthhhhttthhtthtxtthhxhhthhthhhhhhttthttthhhhhth","Marathon"
"jonasP",48,"0.20GEL","h","hhththtthhhthhhhththhttthhhthhhtttttthtthhthhhtthhthhhtthhttthhhthhhththtxtthtthththtttthhththtthhtht","Marathon"
"jonasP",49,"0.20GEL","h","thtthttththhhththhhhhhhhtttththhhhhhttttttttthttthhhhhttthtthtthhhtththtththhtththththththttthhhthtt","Marathon"
"jonasP",5,"0.20GEL","h","hthtttthtththhthththttthhttttttththhtttthtthhhhhttthhththhtttttthhtthhtthhthtthtthttthhthhthhtttthhh","Marathon"
"jonasP",50,"0.20GEL","h","hhhhthhtttthhtththththththtttttthhtxhhhtttttttththhttthhttthtthhhhththhtttthtttthhthhthhhthhhhhhhhtth","Marathon"
"jonasP",6,"0.20GEL","t","hxththhthttthhhttthhhtthhtthhthhthhtttthtthhtthhhttthhtthhhhttthttthhhhhththhhhhhthhhhhthhhhththththh","Marathon"
"jonasP",7,"0.20GEL","t","hthtthttxthtttthhtthththhhxhhththhtthhthhhhhttththtttthhthhthhhthtthhhhhhxthxthhhhhtthhtthtthhtxtthhthhth","Marathon"
"jonasP",8,"0.20GEL","t","hhhttttthhhhthhtttthhhthhthhtthtthththttthtthttttthhhhhttttxtthtthttthhtththttthhtttthhthhhtthttthhhh","Marathon"
"jonasP",9,"0.20GEL","t","thttthtththhhhhthhttthhhtthhhhtthhhthhthhttththhhhtttththttthtttthhthhhttthtttthhhtthttthhhthtthtthh","Marathon"
