Amir,12,2 MAD,Heads,hhhxtttthhtthttxttxhxtxttxththtxhtttxhhxttthhxtxhxhthxhhhthhtxhtttttthhxtxhththhhhhtththhhthtxxhhxttxthxxxthtthhhhtxhtttxhtxht
Amir,13,2 MAD,Heads,hhhthhhtththttthhhthttththtxtththxxxhhtthhhhtxtxhhhtthxtxttththhhttthtthhhtxhhttthxtthhhhhxxhttxhtttttxxhhtxhttthhht
Amir,14,2 MAD,Tails,ttxhtttxhtttxhththhhhhhxxxxhthhxhtththhhthhtxxtthttxhhhtxhxththtxhttththxthhhthxhthhxxhththtthhhxthxhhtxhxttthhxhtxhthththth
Amir,15,2 MAD,Heads,xhtxxhhhhttttxhhthhtxthttttthhthtththhhtxhtttxthhhtthhhtthhthhttxhhhthxtxttthtxththtxththhthtttthhthhxhhxtxtthxhxxtthh
Amir,16,2 MAD,Tails,hhxthxttxtthttxxtttthttxtththhhttxxhxtxttththtthhxttxhthhxhhtxxthhhthththththxhhtthhthtxhthttxtttttthttttthxhtthtxhxhthtt
Amir,17,2 MAD,Tails,hhxhhhthhhhthhththhhhxhxhhxtxhhxthhxtxthhhtxthhxtxhththhhhtttthhhtxtthxxhxhxhhhttxxhhxtxxtxtttththttxtxthtxthxhhhhhhtthxhhttthh
Amir,18,2 MAD,Heads,tthhttxhttxtthttxtxhtxtthxhxtxhxthtthhthtxttththxxhtththhthhthhtthxtxhhhxxtththtttththxhtthtxxhhhhhthhhhthhthhtxxthxhtxhtxtt
Amir,19,2 MAD,Tails,hxxhxtttxtthhhthhthhhhthhxtthttxthxthhxhhtxtttthttthxthtthxxxthhhxhthhtxttttxtttttxthhhxthxhtttthhhttxthtthxtxthhtxttxxxhhtxhth
Amir,20,2 MAD,Tails,txhttthtxxhhhthtxxhhthxhhtxtxttxtxthxhxtxhxtttttxtttttthhhththxthhhhhtttxthhttthhxhthtttxhxxhthhhtthhtttxththhxttthhtxthttxhh
Amir,21,1 MAD,Tails,htttthhhtxththxtthtttxthtxthttxhhxttttttxhththhtthtxtxtthttthttxtxhhthttttxhthtxtxhhxhhhxxthhtxttthtxxhtxtxhxhhxxthxthhtxththtt
Amir,22,1 MAD,Heads,thtxhthttthhhthxhththxtxxhxhhhtttxthttttthhhtththhtththhhxhththhthhhhtthtthththtxhhhxhtthxxthxxxhhthhtxthhththhhxhtth
Amir,23,1 MAD,Tails,hhththhtthxthttttthhttthxthxtthtttxttttxtthhhtthxhxhthhhhhhxthxxtttthhhtxthttthhhhxhthttthhtxththhxtxhhhhhhxhtthtxtth
Amir,24,1 MAD,Heads,tthtxhtthtthhhtthhhtthtthhthxxhhthxhhhttthttthhhxtththhhhxhhxthhxthtxhhxttxhtxxhhxhhhhhhxxtthhthxhthxxttthxhthtththxxththh
Amir,25,1 MAD,Heads,tthhhtttttxhhtttthxhxthhthtxtttthhthhhthhttthttttthhhtxhhthxhhxxxthhhxhthxhxhxhthxtthtttthhtthhthhxthtxxhtxhtthhttthth
Amir,26,1 MAD,Heads,tttxhhxththhhxttxhxttxthhttxtxhtxhxthxhtttthhhtxthttthtthththtttttxhtttxhthxthtthtxhtxhxtxttthhtthhthhhhhtthxthtththhhhh
Amir,27,1 MAD,Tails,thhthhhhxhxtxtthhhthhxhhhttxhttthhhhxtxxththththtthxtttxhhxthxtxhthhthhhtthtttthhxttttxthtxhhhhtxhhtxttthxhhthttththttt
