,M,K,K,M,M,,,,,,,K,M,M,,M,,,,M,,,M,,F,F,K,,M,K,M,K,M,M,K,,,,K,K,M,,M,,K,K,K,M,K,,,,,,,,F,,,,,,,K,M
,K,M,K,F,M,,,,,,,K,M,K,,,,,,K,,,M,,F,M,M,,M,M,K,M,K,,,,,,M,,K,,,,M,,K,K,,,,,,,,,K,,,,,,,M,K
,M,K,K,K,K,,,,,,,M,M,,,,,,,M,,,K,,M,M,M,,K,M,K,M,K,,,,,,M,,,,,,K,,M,K,,,,,,,,,,,,,,,,,
,M,M,K,,,,,,,,,,M,,,,,,,,,,,,M,,M,,F,M,,,M,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,
,M,M,M,,,,,,,,,,K,,,,,,,,,,,,M,,,,K,K,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K,K,M,,,,,,,,,,K,,,,,,,,,,,,,,,,M,,,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K,K,,,,,,,,,,,,,,,,,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K,K,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
