Heads,Peso,xttthhthhhtxhththhthhhhhttttthhttthhhhhtthhhthttthtthhthttttttthtxhhthhtthtxththtthtthththhtthththhhhtth
Tails,Peso,ththttthhhhhthhhtttttthhhhtthhhhxhhhhxhthhthhththttthxtthhhhtttththhthhxthhhhtttthhhhthxtththhxhthhhtthttt
Heads,Peso,hhhththhhhhhthttththtthtthhhhhhtthhhxhhttththtxhxthhtxhhhxxtthxthhttxhthhttthtthththhhthhthhttxhxhtttxhthhtxtthh
Tails,Peso,xtthhhhhtthhhhhhhttxththhhttthhthttttttttththhhthttthhtththxthhtxthhthhhhthhhhhtthhxhhxttthhhthttthhthhhth
Tails,Peso,hhhhhtthttthhhhtththhttttththtthhhhxhtthxthtxtttxxtththhhtthtttthththhhhhhhhtthhhtttthttthhhttthhxhthhxtttt
Tails,Peso,txthhhttthhhhhtthhttthhhhhhtthxhhhhthtththtthhtthhthhthhthhthhtxhtthhttxhxtttthhttthttthhxhtthhthhhthhhhtt
Heads,Peso,httttttththtxttxtthhhthhhththhttthtttththttthhhxxhhxhtxthhttthhtxtttththtttthxhtttxhhhhhhthttxttthhthhhhthhtth
Tails,Peso,thhhtttthhtxthhhhthhxthttttxhthhhtththttthhxhhhhhxhhhhxhhthhtthhthhxhhthtthhhtxththtxhthtxtxtttxhhthththhttthhth
Heads,Peso,httxhhhthhhhhhhtthxhtttthhhhhhhhthxhttttthtththxhtthtttxthhhtthhxthtthhhthhhhhttxthhthhhhhhhhthtthhthththhh
Tails,Peso,htttthtxhxhtttxtxhtttthhhthhthhhhththhxhtthttxhhhthhhtxhhhhthhthttxththhxxhhhhhhxhhhhxhhxtttxtththhhthtxtxtthxtxttxhttt
Tails,Peso,hhhtttxhttxtthtxxhthhthhthhthhttthttthhththtthxhthhhhhxhhhthhthhtttttthhhhhthhxthxhhhhhtttxttxhthtthhtthxhhhttt
Tails,Peso,ttxtxxtthhhhthhtttthththttthhhhhthhhthhhtxhththtthhththxhxxtththtthxtxthtthhhhhxhtthhtthhthttthtthhhhtxthhthhhh
Tails,Peso,thttxtthhthhtxhtthhhxhhthhtthhhttttthhhhhtthhhhhtthhhhtththhhttththhhhthxhthtxhtththxthttthhhthhxhthttxhhhhh
Heads,Peso,hhtttxhttthhhththththhhtththhthhhththtthththhhtttthhtxthttttttththhxhttthhhhhthhtttttttthxhhhhhttttttxhth
Tails,Peso,hhthhtxhhhtttthhthtthththththttttttthtttthhthhtttthttthxhhhtthhttttthhhtthtttthhthhhtthhhtthhthththxthh
Tails,Peso,hhtthhhhhhttthhttthtthxhhxhttttthhhxhtxhhhhtttttthhthhttththhhhhthhhtthhhhtthttxththttttthtthtttthxxxhthttht
Tails,Peso,hhthhhththtxttthttttttthttttttthhtttttttttthhttthhhhthhhtthhttththhththhtthththxthhhthtthtthhhhttthhth
Heads,Peso,tttthttthhththhhhththtxhttththhthththtthhhthxtttxhhhthhhthxthhthhhttthhhtttxtxxtttththtthtthhhthtxthhhhthhhh
Heads,Peso,tthhthttthhhhhhhhhtthhtttttttthhthhtttxhhthhtxthhxhththhhhhthhttxhthhhhthhttttxthttthhthtttxhhthhthhhttttt
Heads,Peso,tttttxthhhthxhttthtttxttthtthtxhhtxhhttxttthhhhhththtthhhhtttthxxhthhhhhhtthhttththhtthtttttthttttthhhtthhht
Heads,Peso,tththhtthhtttthttxhhhhttthtthttxhxhhhhthththttthtxhxttttthththhtthhtttththhxtxtthtttxthtththtththhhhttthhxtht
Tails,Peso,ttthhxththththttttthhtthxttthhthhxhhthhthhhtxtththhhhthhxthhttxtthhhhttttxhhhthhxhhhthththhtthhtthtxhhtthtxttt
Tails,Peso,tthhhthhtttttttttthttththhhttthhtttttthhthhtthtttxhhttttthhtxttthhhtththhththxxthtttthhttthtttttthhthxthxt
Heads,Peso,hthhhhtthhhthttththhxtthhththhhhthttthtxhththtxthtththhhxhtxhtttttxhhhhhtttxthhhtthhhthhtxhhththtthhhxhhththt
Tails,Peso,tthhhhhthtttthtttxhhthhhthhhhththhthxhthhhhtthhhhhthththhtxthhhtthhhhtttttthhhhhtththxhxtxhtththhhhxhththth
Heads,Peso,ththhthhthhhttxhhthttthhtthhhttththhhthxthhhhhhhhhttxhthhthttthhhthhttthtxhhhhtthhhxhthhhhhthhhhhhhxthttxhh
Heads,Peso,xhtththhttttthththhththhhhhtthhhttthttthhhhttttxththtttthttxthtttttthhtththhhhhxthhhthhhhththttxhhttttxtth
Heads,Peso,htthththhtthhhhttxthhthhthhhtththhhhxthhhxhhhtttthxtxthhtthhhxthhthtxhhhthhtthxhthhhhhhhhhhxthhxthttttthxtththh
Heads,Peso,htthhhthtthhxhthhxtthhhhxththttxhhhhtthhhtthtthhxthtttthhththtttxthhhhtxtthhhhththhhttthhtttthttttthttthhht
Heads,Peso,htthtttthttttthhtthtxtththhthhthtthtthtthhhthhttthhhhhhttthhhttxhththtthtthttthtththhtthtttttthhxthttth
Heads,Peso,thhttthhhhtthhtththxhhhhhttxxtthtthtthxhthtththththxthhhhhthtthhthhxhhhhtxtthhhhhhthththhhhtxhttttxtttthhttxth
Tails,Peso,htthxhhthtthhtthhthhhtththtththttthttttttthththttttthttththhthhhhthhthhhhhththhhhhhhhhthhttthhtxhttttt
Tails,Peso,tttttxhhhxtthtththtthhttxhthtttthhttthhttthhhxhhhththhthththhththhttttthtthtxthhttxhtttthttthxthhthttththhxh
Tails,Peso,xhhthttxhtthxthtttthhthtxhthththtthtxthttthtththhththhhtththththhhhhhthhthtttthtthhhhtthhttttthtthhtthxttt
Heads,Peso,thhhhhtttttttththhthhtthtxthththxhtthtttttthtthhhtthhhttthhttthtthhtxxttthxttthxthtththxhthtxtthxthhhtthhhtth
Heads,Peso,xttttthhhhhtttthhhxttthhhtttttttthtthhxtthhtttthththhhtthxttththttttththhttthtththhthhhhttthththhtthxhtht
Tails,Peso,hxthttthhtthhttttthttthtthhxthttthtthhtthhhhhxtttthhhhtttthhtttxtthttthhthtthtxtthhxtthtttttxtttthtxtthhhttt
Tails,Peso,hthttthhhhhththtthhhttthhxthhhtxhhxhtththhthhhthhhttthttttthtthttthhtthtttthhttthhhhttthhhtthhhxhttthtxth
Tails,Peso,htthhtthttthhthhtththhhhttthtttttththtthhhhhhttttthhhhthxththttttthhhttthhtthhtthtttthxthhthttttttxxthtt
Tails,Peso,hhhtttttthtttthhtthtxhthhhhthttthtthttthxhhtttthhhthththhthhthhhtxhxthxththhttthhxhttththhttthththhtxhhhhhh
Heads,Peso,hthhhhtttxttththhxhhhtxthhhxxthtththhhthxhttthxtthhhtthhhhthtthtthhxhtthhthhxththhhthhthtttthhhttttthtttthhtt
Heads,Peso,httttttthttxttttthhthhhtxxhhthhhtttttththhhttthtxthhhthxhhhththhtttthhhtthhhtthtthhttthhthhthhthtthxhhhthh
Heads,Peso,xttthxtxttttxthhhhtthhhtttxtthhhtthhhththhthhtththhhhhhhhthtthhtttthtthttththhhththhhtthhtthxthtthhttthttt
Heads,Peso,xtttxhtthttttxhtttthhhthhhtxxhhththtxhhhxxtthttththhthhthxhtttththtthhtthttthhtthttthxhhhhttthhthhthhtttthttxht
Tails,Peso,txtthhthhhtththhthhhtthhhthththxhhhtthtttxtthtttthtththhthhxthhtxhhhhtttthhhhhhhtxhhthhhthttttthhttttthxhht
Heads,Peso,thhttthhthttthhtttthhhhhhttthtthhhxhhtttthhhhththhttxththhtththttthhhthtthhhththtthtthhxhhhthxhtththhthxt
Heads,peso,hhhtththhthhhhhxhhtttthhxthxhhtthhtthtthhththhhhhhtththtthhththhhhtxtxttxttttthhhthhthtthhhhhhhtttththtthxttthtthttxhhthththhtthhhttttttthtthh
